acttime	st	d	t	t0	hcomm	hfloor	scomm	sfloor	prespart	demhsmaj	demsnmaj	orderent	stafcder	prevgenx	lethal	deathrt1	hosp01	hospdisc	hhosleng	acutediz	orphdum	mandiz01	femdiz01	peddiz01	natreg	natregsq	wpnoavg3	vandavg3	condavg3	discode
10.38904	1	0	10.389041	0	0.2135	0.154	-0.0105	0.114	1	0	0	2	1708	11.64	1	0.183	1	901010	5.3	0	0	0	0	0	1	4	262	0	0	5260
6.016438	1	1	6.0164385	0	0.2135	0.154	-0.0105	0.114	1	0	0	4	1796	54.32	0	0	1	9666	3.6	1	0	0	0	0	0	1	1	0	0	4050
121.1178	1	0	121.11781	0	-0.265	-0.055	-0.3225	-0.092	0	1	1	5	1237	46.33	1	0.0203	1	599591	3.08	0	0	0	0	1	47	2304	64.5	2.25	0.6666667	2300
7.890411	1	0	7.8904109	0	0.2135	0.154	-0.0105	0.114	1	0	0	8	1796	0.11	1	0.0219	1	120817	7.96	0	0	0	0	0	56	3249	192.75	5.5	0.6666667	3500
11.5726	1	0	11.572602	0	0.2135	0.154	-0.0105	0.114	1	0	0	2	1796	0.06	1	0.0042	1	37686	7.51	0	1	0	0	0	11	144	90.5	2.75	0.3333333	3040
37.15068	1	1	37.150684	0	-0.228	-0.075	-0.407	-0.125	1	1	1	1	1119	76.11	0	0	0	0	0	0	0	0	0	0	0	1	10	0.25	0	8100
34.81644	1	1	34.816437	0	-0.228	-0.075	-0.407	-0.125	1	1	1	13	1119	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	38.25	0	2	5500
7.29863	1	0	7.2986302	0	-0.228	-0.075	-0.407	-0.125	1	1	1	1	1119	3.41	0	0	1	896922	9.9	0	0	0	0	0	0	1	0.25	0	0	10815
16.27397	1	1	16.273973	0	-0.141	-0.0095	-0.0805	-0.009	0	1	1	1	1041	34.25	0	0	0	0	0	1	0	0	0	0	0	1	23.75	0	0	7100
30.34521	1	0	30.345205	0	-0.141	-0.0095	-0.0805	-0.009	0	1	1	19	1041	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	5.5	0	2	6400
7.890411	1	0	7.8904109	0	-0.141	-0.0095	-0.0805	-0.009	0	1	1	5	1041	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	4.25	0	0	5200
34.52055	1	0	34.52055	0	-0.141	-0.0095	-0.0805	-0.009	0	1	1	5	1041	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	4.25	0	0	5200
218.8932	1	0	218.89316	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	23	996	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	6	0	2	6400
217.3151	1	0	217.31506	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	23	996	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	6	0	2	6400
215.6384	1	0	215.63835	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	16	996	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	49.5	0.5	2	5500
33.40274	1	0	33.40274	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	23	996	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	6	0	2	6400
100.0767	1	0	100.07671	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	16	996	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	49.5	0.5	2	5500
216.3616	1	0	216.36165	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	16	996	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	49.5	0.5	2	5500
32.51507	1	0	32.515068	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	3	996	46.33	1	0.0203	1	599591	3.08	0	0	0	0	1	47	2304	42.5	1	3	2300
21.63288	1	0	21.632877	0	-0.1815	-0.0095	-0.0805	-0.009	0	1	0	23	996	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	6	0	2	6400
7.660274	1	0	7.660274	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	1	1043	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	7	0	2	6400
29.29315	1	0	29.29315	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	23	1043	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	5500
14.43288	1	0	14.432877	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	5	1043	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0	0	6	2200
211.0685	1	0	211.0685	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	17	1043	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	5500
24.65753	1	1	24.657534	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	1	1043	0.01	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	6460
86.46575	1	0	86.465752	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	17	1043	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	5500
21.20548	1	0	21.205479	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	3	1043	65	1	0.0023	1	104705	5.1	0	0	0	0	0	3	16	1.75	0	0	10500
204	1	0	204	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	3	1043	65	1	0.0023	1	104705	5.1	0	0	0	0	0	3	16	1.75	0	0	10500
203.1123	1	0	203.11234	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	22	1043	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	5500
114.1479	1	0	114.14794	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	17	1043	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	5500
13.8411	1	0	13.841096	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	1	1043	3.41	0	0	1	896922	9.9	0	0	0	0	0	0	1	1.25	0	0	10815
208.9973	1	0	208.99725	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	17	1043	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	5500
65.39178	1	0	65.391777	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	17	1043	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	51.25	0.5	2	5500
2.136986	1	0	2.1369863	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	3	1043	65	1	0.0023	1	104705	5.1	0	0	0	0	0	3	16	1.75	0	0	10500
202.3562	1	0	202.35617	0	-0.222	-0.058	-0.0805	-0.009	0	1	0	8	1043	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	3.5	0	0	5200
195.0575	1	0	195.05754	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	5	1029	192	1	0.0995	0	0	0	0	0	0	0	0	3	16	9.5	0.75	0	5400
195.2219	1	0	195.22192	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	23	1029	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	52	0.75	2	5500
82.68493	1	0	82.684929	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	3	1029	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	10	0	2	6400
74.36713	1	0	74.367126	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	23	1029	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	52	0.75	2	5500
194.6959	1	0	194.69589	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	23	1029	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	52	0.75	2	5500
21.53425	1	0	21.534246	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	5	1029	192	1	0.0995	0	0	0	0	0	0	0	0	3	16	9.5	0.75	0	5400
31.10137	1	0	31.10137	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	3	1029	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	10	0	2	6400
191.737	1	0	191.73698	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	2	1029	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	10	0	2	6400
94.61918	1	0	94.619179	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	4	1029	46.33	1	0.0203	1	599591	3.08	0	0	0	0	1	47	2304	47.75	1.75	3	2300
52.2411	1	0	52.241096	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	23	1029	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	52	0.75	2	5500
197.0959	1	0	197.09589	0	-0.213	-0.058	-0.0805	-0.009	0	1	0	4	1029	46.33	1	0.0203	1	599591	3.08	0	0	0	0	1	47	2304	47.75	1.75	3	2300
185.0959	1	0	185.09589	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	4	1062	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.75	0.5	1.666667	6400
46.48767	1	0	46.487671	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	11	1062	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	3.25	0	0	5200
186.3123	1	0	186.31233	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	5	1062	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	7.333333	2200
181.6767	1	0	181.67671	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	5	1062	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	7.333333	2200
176.7452	1	0	176.74521	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	11	1062	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	3.25	0	0	5200
85.21644	1	0	85.216438	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	5	1062	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	7.333333	2200
181.1836	1	0	181.18356	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	24	1062	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	55.5	0.75	3.666667	5500
178.6521	1	0	178.65205	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	5	1062	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.75	0.5	1.666667	6400
182.3014	1	0	182.30138	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	11	1062	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	3.25	0	0	5200
177.5014	1	0	177.50137	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	25	1062	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	55.5	0.75	3.666667	5500
164.4493	1	0	164.44931	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	27	1055	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	46.75	0.5	4.333333	5500
165.6986	1	0	165.69862	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	14	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
166.389	1	0	166.38904	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	6	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
165.1068	1	0	165.10684	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	14	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
166.1589	1	0	166.15891	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	5	1055	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	7.333333	2200
172.6356	1	0	172.63562	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	25	1055	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	46.75	0.5	4.333333	5500
174.7397	1	0	174.73973	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	11	1055	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	3	0	0	5200
172.274	1	0	172.27397	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	11	1055	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	3	0	0	5200
29.03014	1	0	29.030136	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	11	1055	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	3	0	0	5200
171.4849	1	0	171.48492	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	6	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
165.6986	1	0	165.69862	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	10	1055	192	1	0.0995	0	0	0	0	0	0	0	0	3	16	12.75	1.75	0.6666667	5400
43.82466	1	0	43.824657	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	27	1055	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	46.75	0.5	4.333333	5500
174.9699	1	0	174.96986	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	5	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
51.05753	1	0	51.057533	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	11	1055	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	3	0	0	5200
172.3726	1	0	172.3726	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	25	1055	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	46.75	0.5	4.333333	5500
164.2192	1	0	164.21918	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	14	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
61.57808	1	0	61.578083	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	14	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
170.3014	1	0	170.30138	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	6	1055	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.5	0.5	1	6400
167.1452	1	0	167.1452	0	-0.1765	-0.051	-0.0805	-0.009	0	1	0	27	1055	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	46.75	0.5	4.333333	5500
152.2192	1	0	152.21918	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	5	1053	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	7	2200
54.11507	1	0	54.11507	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	11	1053	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	5	0	0	5200
45.46849	1	0	45.468494	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	5	1053	65	1	0.0023	1	104705	5.1	0	0	0	0	0	3	16	4.25	0.25	0	10500
26.46575	1	0	26.465754	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	5	1053	65	1	0.0023	1	104705	5.1	0	0	0	0	0	3	16	4.25	0.25	0	10500
56.77808	1	0	56.778084	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	27	1053	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	49.25	0.5	5	5500
0.9534246	1	0	0.95342463	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	14	1053	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	14.75	0.5	0.6666667	6400
146.137	1	0	146.13699	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	6	1121	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	5	2200
51.55069	1	0	51.550686	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	8	1121	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	12.75	0.5	0.3333333	6400
140.7452	1	0	140.74521	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	31	1121	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	44.5	0.25	3.666667	5500
148.2411	1	0	148.24109	0	-0.179	-0.057	-0.3615	-0.087	0	1	1	27	1121	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	44.5	0.25	3.666667	5500
22.94794	1	0	22.947945	0	-0.2265	-0.055	-0.3615	-0.092	0	1	1	34	1163	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	39.5	0.25	4	5500
38.46575	1	0	38.465752	0	-0.2265	-0.055	-0.3615	-0.092	0	1	1	34	1163	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	39.5	0.25	4	5500
112.3068	1	0	112.30685	0	-0.256	-0.077	-0.357	-0.108	0	1	1	11	1368	65	1	0.0023	1	104705	5.1	0	0	0	0	0	3	16	7.5	0	0	10500
107.9342	1	0	107.93425	0	-0.256	-0.077	-0.357	-0.108	0	1	1	11	1368	65	1	0.0023	1	104705	5.1	0	0	0	0	0	3	16	7.5	0	0	10500
108.0329	1	0	108.03288	0	-0.256	-0.077	-0.357	-0.108	0	1	1	13	1368	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	18	0	1.333333	6400
113.326	1	0	113.32603	0	-0.256	-0.077	-0.357	-0.108	0	1	1	7	1368	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	6	2200
107.3425	1	0	107.34247	0	-0.256	-0.077	-0.357	-0.108	0	1	1	7	1368	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	6	2200
15.51781	1	0	15.517808	0	-0.256	-0.077	-0.357	-0.108	0	1	1	14	1368	32.63	1	0.1652	1	457587	3.25	0	0	0	0	0	2	9	9	0	0.6666667	5200
104.4822	1	0	104.48219	0	-0.256	-0.077	-0.357	-0.108	0	1	1	5	1368	46.33	1	0.0203	1	599591	3.08	0	0	0	0	1	47	2304	73	3	1.333333	2300
21.92877	1	0	21.928766	0	-0.256	-0.077	-0.357	-0.108	0	1	1	13	1368	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	18	0	1.333333	6400
110.8274	1	0	110.8274	0	-0.256	-0.077	-0.357	-0.108	0	1	1	7	1368	100.85	0	0	0	0	0	1	0	0	0	0	29	900	0.25	0	6	2200
114.1808	1	0	114.18082	0	-0.256	-0.077	-0.357	-0.108	0	1	1	34	1368	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	50.25	0.25	3	5500
110.2356	1	0	110.23562	0	-0.256	-0.077	-0.357	-0.108	0	1	1	36	1368	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	50.25	0.25	3	5500
104.1205	1	0	104.12054	0	-0.256	-0.077	-0.357	-0.108	0	1	1	37	1368	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	50.25	0.25	3	5500
104.4822	1	0	104.48219	0	-0.256	-0.077	-0.357	-0.108	0	1	1	15	1368	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	18	0	1.333333	6400
1.972603	1	0	1.9726027	0	-0.256	-0.077	-0.357	-0.108	0	1	1	18	1423	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	20	0	1.333333	6400
100.6356	1	0	100.63562	0	-0.256	-0.077	-0.357	-0.108	0	1	1	1	1423	3.41	0	0	1	896922	9.9	0	0	0	0	0	0	1	0.5	0	0	10815
92.51507	1	0	92.515068	0	-0.256	-0.077	-0.357	-0.108	0	1	1	39	1423	115.68	1	0.0995	1	75172	3	0	0	0	0	0	12	169	58.5	0.5	1.333333	5500
101.6219	1	0	101.62192	0	-0.256	-0.077	-0.357	-0.108	0	1	1	18	1423	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	20	0	1.333333	6400
98.10411	1	0	98.104111	0	-0.256	-0.077	-0.357	-0.108	0	1	1	18	1423	445	0	0	1	93293	13.3	1	0	0	0	0	1	4	20	0	1.333333	6400
40.53699	1	1	40.536987	0	0.1875	0.159	0.049	-0.005	1	0	0	3	1608	0.72	1	0.0275	1	70313	33.9	0	1	0	0	1	0	1	2.25	0.25	0	2500
30.24657	1	1	30.246574	0	0.2135	0.154	-0.0105	0.114	1	0	0	4	1673	0.72	1	0.0275	1	70313	33.9	0	1	0	0	1	0	1	2.5	0	0	2500
